rule;side;dataset;field;filter;minus
Crédito adicional - suplementar;left;balver;saldo_atual_debito;conta_contabil.str.startswith('5.2.2.1.2.01.');
Crédito adicional - suplementar;left;balver;saldo_atual_credito;conta_contabil.str.startswith('5.2.2.1.2.01.');1
Crédito adicional - suplementar;right;baldesp;creditos_suplementares;orgao>0;
