rule;side;dataset;field;filter;minus
Fechamento dos níveis das contas de controle *.1.2.1.2.03.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.2.03.');1
Fechamento dos níveis das contas de controle *.1.2.1.2.04.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.2.04.');
Fechamento dos níveis das contas de controle *.1.2.1.2.04.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.2.04.');1
Fechamento dos níveis das contas de controle *.1.2.1.2.04.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.2.04.');
Fechamento dos níveis das contas de controle *.1.2.1.2.04.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.2.04.');1
Fechamento dos níveis das contas de controle *.1.2.1.3.01.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.3.01.');
Fechamento dos níveis das contas de controle *.1.2.1.3.01.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.3.01.');1
Fechamento dos níveis das contas de controle *.1.2.1.3.01.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.3.01.');
Fechamento dos níveis das contas de controle *.1.2.1.3.01.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.3.01.');1
Fechamento dos níveis das contas de controle *.1.2.1.3.02.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.3.02.');
Fechamento dos níveis das contas de controle *.1.2.1.3.02.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.3.02.');1
Fechamento dos níveis das contas de controle *.1.2.1.3.02.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.3.02.');
Fechamento dos níveis das contas de controle *.1.2.1.3.02.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.3.02.');1
Fechamento dos níveis das contas de controle *.1.2.1.3.03.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.3.03.');
Fechamento dos níveis das contas de controle *.1.2.1.3.03.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.3.03.');1
Fechamento dos níveis das contas de controle *.1.2.1.3.03.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.3.03.');
Fechamento dos níveis das contas de controle *.1.2.1.3.03.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.3.03.');1
Fechamento dos níveis das contas de controle *.1.2.1.3.04.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.3.04.');
Fechamento dos níveis das contas de controle *.1.2.1.3.04.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.3.04.');1
Fechamento dos níveis das contas de controle *.1.2.1.3.04.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.3.04.');
Fechamento dos níveis das contas de controle *.1.2.1.3.04.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.3.04.');1
Fechamento dos níveis das contas de controle *.1.2.1.4.01.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.4.01.');
Fechamento dos níveis das contas de controle *.1.2.1.4.01.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.4.01.');1
Fechamento dos níveis das contas de controle *.1.2.1.4.01.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.4.01.');
Fechamento dos níveis das contas de controle *.1.2.1.4.01.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.4.01.');1
Fechamento dos níveis das contas de controle *.1.2.1.4.02.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.4.02.');
Fechamento dos níveis das contas de controle *.1.2.1.4.02.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.4.02.');1
Fechamento dos níveis das contas de controle *.1.2.1.4.02.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.4.02.');
Fechamento dos níveis das contas de controle *.1.2.1.4.02.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.4.02.');1
Fechamento dos níveis das contas de controle *.1.2.1.4.03.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.4.03.');
Fechamento dos níveis das contas de controle *.1.2.1.4.03.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.4.03.');1
Fechamento dos níveis das contas de controle *.1.2.1.4.03.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.4.03.');
Fechamento dos níveis das contas de controle *.1.2.1.4.03.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.4.03.');1
Fechamento dos níveis das contas de controle *.1.2.1.4.04.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.4.04.');
Fechamento dos níveis das contas de controle *.1.2.1.4.04.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.4.04.');1
Fechamento dos níveis das contas de controle *.1.2.1.4.04.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.4.04.');
Fechamento dos níveis das contas de controle *.1.2.1.4.04.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.4.04.');1
Fechamento dos níveis das contas de controle *.1.2.1.5.01.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.5.01.');
Fechamento dos níveis das contas de controle *.1.2.1.5.01.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.5.01.');1
Fechamento dos níveis das contas de controle *.1.2.1.5.01.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.5.01.');
Fechamento dos níveis das contas de controle *.1.2.1.5.01.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.5.01.');1
Fechamento dos níveis das contas de controle *.1.2.1.5.02.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.5.02.');
Fechamento dos níveis das contas de controle *.1.2.1.5.02.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.5.02.');1
Fechamento dos níveis das contas de controle *.1.2.1.5.02.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.5.02.');
Fechamento dos níveis das contas de controle *.1.2.1.5.02.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.5.02.');1
Fechamento dos níveis das contas de controle *.1.2.1.5.03.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.5.03.');
Fechamento dos níveis das contas de controle *.1.2.1.5.03.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.5.03.');1
Fechamento dos níveis das contas de controle *.1.2.1.5.03.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.5.03.');
Fechamento dos níveis das contas de controle *.1.2.1.5.03.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.5.03.');1
Fechamento dos níveis das contas de controle *.1.2.1.5.04.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.1.5.04.');
Fechamento dos níveis das contas de controle *.1.2.1.5.04.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.1.5.04.');1
Fechamento dos níveis das contas de controle *.1.2.1.5.04.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.1.5.04.');
Fechamento dos níveis das contas de controle *.1.2.1.5.04.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.1.5.04.');1
Fechamento dos níveis das contas de controle *.1.2.2.1.01.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.2.1.01.');
Fechamento dos níveis das contas de controle *.1.2.2.1.01.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.2.1.01.');1
Fechamento dos níveis das contas de controle *.1.2.2.1.01.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.2.1.01.');
Fechamento dos níveis das contas de controle *.1.2.2.1.01.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.2.1.01.');1
Fechamento dos níveis das contas de controle *.1.2.2.1.02.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.2.1.02.');
Fechamento dos níveis das contas de controle *.1.2.2.1.02.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.2.1.02.');1
Fechamento dos níveis das contas de controle *.1.2.2.1.02.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.2.1.02.');
Fechamento dos níveis das contas de controle *.1.2.2.1.02.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.2.1.02.');1
Fechamento dos níveis das contas de controle *.1.2.2.1.99.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.2.1.99.');
Fechamento dos níveis das contas de controle *.1.2.2.1.99.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.2.1.99.');1
Fechamento dos níveis das contas de controle *.1.2.2.1.99.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.2.1.99.');
Fechamento dos níveis das contas de controle *.1.2.2.1.99.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.2.1.99.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.01.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.01.');
Fechamento dos níveis das contas de controle *.1.2.3.1.01.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.01.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.01.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.01.');
Fechamento dos níveis das contas de controle *.1.2.3.1.01.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.01.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.02.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.02.');
Fechamento dos níveis das contas de controle *.1.2.3.1.02.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.02.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.02.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.02.');
Fechamento dos níveis das contas de controle *.1.2.3.1.02.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.02.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.03.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.03.');
Fechamento dos níveis das contas de controle *.1.2.3.1.03.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.03.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.03.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.03.');
Fechamento dos níveis das contas de controle *.1.2.3.1.03.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.03.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.04.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.04.');
Fechamento dos níveis das contas de controle *.1.2.3.1.04.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.04.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.04.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.04.');
Fechamento dos níveis das contas de controle *.1.2.3.1.04.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.04.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.05.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.05.');
Fechamento dos níveis das contas de controle *.1.2.3.1.05.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.05.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.05.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.05.');
Fechamento dos níveis das contas de controle *.1.2.3.1.05.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.05.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.06.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.06.');
Fechamento dos níveis das contas de controle *.1.2.3.1.06.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.06.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.06.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.06.');
Fechamento dos níveis das contas de controle *.1.2.3.1.06.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.06.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.07.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.07.');
Fechamento dos níveis das contas de controle *.1.2.3.1.07.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.07.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.07.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.07.');
Fechamento dos níveis das contas de controle *.1.2.3.1.07.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.07.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.08.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.08.');
Fechamento dos níveis das contas de controle *.1.2.3.1.08.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.08.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.08.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.08.');
Fechamento dos níveis das contas de controle *.1.2.3.1.08.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.08.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.09.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.09.');
Fechamento dos níveis das contas de controle *.1.2.3.1.09.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.09.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.09.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.09.');
Fechamento dos níveis das contas de controle *.1.2.3.1.09.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.09.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.10.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.10.');
Fechamento dos níveis das contas de controle *.1.2.3.1.10.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.10.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.10.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.10.');
Fechamento dos níveis das contas de controle *.1.2.3.1.10.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.10.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.11.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.11.');
Fechamento dos níveis das contas de controle *.1.2.3.1.11.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.11.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.11.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.11.');
Fechamento dos níveis das contas de controle *.1.2.3.1.11.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.11.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.12.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.12.');
Fechamento dos níveis das contas de controle *.1.2.3.1.12.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.12.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.12.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.12.');
Fechamento dos níveis das contas de controle *.1.2.3.1.12.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.12.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.13.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.13.');
Fechamento dos níveis das contas de controle *.1.2.3.1.13.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.13.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.13.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.13.');
Fechamento dos níveis das contas de controle *.1.2.3.1.13.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.13.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.99.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.3.1.99.');
Fechamento dos níveis das contas de controle *.1.2.3.1.99.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.3.1.99.');1
Fechamento dos níveis das contas de controle *.1.2.3.1.99.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.3.1.99.');
Fechamento dos níveis das contas de controle *.1.2.3.1.99.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.3.1.99.');1
Fechamento dos níveis das contas de controle *.1.2.4.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.4.1.');
Fechamento dos níveis das contas de controle *.1.2.4.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.4.1.');1
Fechamento dos níveis das contas de controle *.1.2.4.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.4.1.');
Fechamento dos níveis das contas de controle *.1.2.4.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.4.1.');1
Fechamento dos níveis das contas de controle *.1.2.4.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.4.2.');
Fechamento dos níveis das contas de controle *.1.2.4.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.4.2.');1
Fechamento dos níveis das contas de controle *.1.2.4.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.4.2.');
Fechamento dos níveis das contas de controle *.1.2.4.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.4.2.');1
Fechamento dos níveis das contas de controle *.1.2.4.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.4.3.');
Fechamento dos níveis das contas de controle *.1.2.4.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.4.3.');1
Fechamento dos níveis das contas de controle *.1.2.4.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.4.3.');
Fechamento dos níveis das contas de controle *.1.2.4.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.4.3.');1
Fechamento dos níveis das contas de controle *.1.2.4.4.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.4.4.');
Fechamento dos níveis das contas de controle *.1.2.4.4.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.4.4.');1
Fechamento dos níveis das contas de controle *.1.2.4.4.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.4.4.');
Fechamento dos níveis das contas de controle *.1.2.4.4.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.4.4.');1
Fechamento dos níveis das contas de controle *.1.2.4.5.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.4.5.');
Fechamento dos níveis das contas de controle *.1.2.4.5.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.4.5.');1
Fechamento dos níveis das contas de controle *.1.2.4.5.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.4.5.');
Fechamento dos níveis das contas de controle *.1.2.4.5.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.4.5.');1
Fechamento dos níveis das contas de controle *.1.2.9.1.01.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.9.1.01.');
Fechamento dos níveis das contas de controle *.1.2.9.1.01.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.9.1.01.');1
Fechamento dos níveis das contas de controle *.1.2.9.1.01.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.9.1.01.');
Fechamento dos níveis das contas de controle *.1.2.9.1.01.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.9.1.01.');1
Fechamento dos níveis das contas de controle *.1.2.9.1.02.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.9.1.02.');
Fechamento dos níveis das contas de controle *.1.2.9.1.02.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.9.1.02.');1
Fechamento dos níveis das contas de controle *.1.2.9.1.02.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.9.1.02.');
Fechamento dos níveis das contas de controle *.1.2.9.1.02.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.9.1.02.');1
Fechamento dos níveis das contas de controle *.1.2.9.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.9.2.');
Fechamento dos níveis das contas de controle *.1.2.9.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.9.2.');1
Fechamento dos níveis das contas de controle *.1.2.9.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.9.2.');
Fechamento dos níveis das contas de controle *.1.2.9.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.9.2.');1
Fechamento dos níveis das contas de controle *.1.2.9.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.1.2.9.3.');
Fechamento dos níveis das contas de controle *.1.2.9.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.1.2.9.3.');1
Fechamento dos níveis das contas de controle *.1.2.9.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.1.2.9.3.');
Fechamento dos níveis das contas de controle *.1.2.9.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.1.2.9.3.');1
Fechamento dos níveis das contas de controle *.2.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.2.1.');
Fechamento dos níveis das contas de controle *.2.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.2.1.');1
Fechamento dos níveis das contas de controle *.2.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.2.1.');
Fechamento dos níveis das contas de controle *.2.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.2.1.');1
Fechamento dos níveis das contas de controle *.2.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.2.2.');
Fechamento dos níveis das contas de controle *.2.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.2.2.');1
Fechamento dos níveis das contas de controle *.2.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.2.2.');
Fechamento dos níveis das contas de controle *.2.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.2.2.');1
Fechamento dos níveis das contas de controle *.2.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.2.3.');
Fechamento dos níveis das contas de controle *.2.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.2.3.');1
Fechamento dos níveis das contas de controle *.2.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.2.3.');
Fechamento dos níveis das contas de controle *.2.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.2.3.');1
Fechamento dos níveis das contas de controle *.2.4.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.2.4.');
Fechamento dos níveis das contas de controle *.2.4.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.2.4.');1
Fechamento dos níveis das contas de controle *.2.4.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.2.4.');
Fechamento dos níveis das contas de controle *.2.4.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.2.4.');1
Fechamento dos níveis das contas de controle *.3.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.3.1.');
Fechamento dos níveis das contas de controle *.3.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.3.1.');1
Fechamento dos níveis das contas de controle *.3.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.3.1.');
Fechamento dos níveis das contas de controle *.3.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.3.1.');1
Fechamento dos níveis das contas de controle *.3.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.3.2.');
Fechamento dos níveis das contas de controle *.3.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.3.2.');1
Fechamento dos níveis das contas de controle *.3.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.3.2.');
Fechamento dos níveis das contas de controle *.3.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.3.2.');1
Fechamento dos níveis das contas de controle *.4.1.1.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.1.1.1.');
Fechamento dos níveis das contas de controle *.4.1.1.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.1.1.1.');1
Fechamento dos níveis das contas de controle *.4.1.1.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.1.1.1.');
Fechamento dos níveis das contas de controle *.4.1.1.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.1.1.1.');1
Fechamento dos níveis das contas de controle *.4.1.1.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.1.1.2.');
Fechamento dos níveis das contas de controle *.4.1.1.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.1.1.2.');1
Fechamento dos níveis das contas de controle *.4.1.1.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.1.1.2.');
Fechamento dos níveis das contas de controle *.4.1.1.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.1.1.2.');1
Fechamento dos níveis das contas de controle *.4.1.1.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.1.1.3.');
Fechamento dos níveis das contas de controle *.4.1.1.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.1.1.3.');1
Fechamento dos níveis das contas de controle *.4.1.1.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.1.1.3.');
Fechamento dos níveis das contas de controle *.4.1.1.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.1.1.3.');1
Fechamento dos níveis das contas de controle *.4.1.1.4.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.1.1.4.');
Fechamento dos níveis das contas de controle *.4.1.1.4.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.1.1.4.');1
Fechamento dos níveis das contas de controle *.4.1.1.4.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.1.1.4.');
Fechamento dos níveis das contas de controle *.4.1.1.4.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.1.1.4.');1
Fechamento dos níveis das contas de controle *.4.1.1.5.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.1.1.5.');
Fechamento dos níveis das contas de controle *.4.1.1.5.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.1.1.5.');1
Fechamento dos níveis das contas de controle *.4.1.1.5.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.1.1.5.');
Fechamento dos níveis das contas de controle *.4.1.1.5.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.1.1.5.');1
Fechamento dos níveis das contas de controle *.4.1.1.9.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.1.1.9.');
