rule;side;dataset;field;filter;minus
Fechamento dos níveis das contas de controle *.4.1.1.9.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.1.1.9.');1
Fechamento dos níveis das contas de controle *.4.1.1.9.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.1.1.9.');
Fechamento dos níveis das contas de controle *.4.1.1.9.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.1.1.9.');1
Fechamento dos níveis das contas de controle *.4.2.1.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.2.1.1.');
Fechamento dos níveis das contas de controle *.4.2.1.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.2.1.1.');1
Fechamento dos níveis das contas de controle *.4.2.1.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.2.1.1.');
Fechamento dos níveis das contas de controle *.4.2.1.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.2.1.1.');1
Fechamento dos níveis das contas de controle *.4.2.1.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.2.1.2.');
Fechamento dos níveis das contas de controle *.4.2.1.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.2.1.2.');1
Fechamento dos níveis das contas de controle *.4.2.1.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.2.1.2.');
Fechamento dos níveis das contas de controle *.4.2.1.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.2.1.2.');1
Fechamento dos níveis das contas de controle *.4.2.1.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.2.1.3.');
Fechamento dos níveis das contas de controle *.4.2.1.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.2.1.3.');1
Fechamento dos níveis das contas de controle *.4.2.1.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.2.1.3.');
Fechamento dos níveis das contas de controle *.4.2.1.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.2.1.3.');1
Fechamento dos níveis das contas de controle *.4.2.1.4.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.4.2.1.4.');
Fechamento dos níveis das contas de controle *.4.2.1.4.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.4.2.1.4.');1
Fechamento dos níveis das contas de controle *.4.2.1.4.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.4.2.1.4.');
Fechamento dos níveis das contas de controle *.4.2.1.4.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.4.2.1.4.');1
Fechamento dos níveis das contas de controle *.5.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.5.2.');
Fechamento dos níveis das contas de controle *.5.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.5.2.');1
Fechamento dos níveis das contas de controle *.5.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.5.2.');
Fechamento dos níveis das contas de controle *.5.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.5.2.');1
Fechamento dos níveis das contas de controle *.5.3.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.5.3.1.');
Fechamento dos níveis das contas de controle *.5.3.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.5.3.1.');1
Fechamento dos níveis das contas de controle *.5.3.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.5.3.1.');
Fechamento dos níveis das contas de controle *.5.3.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.5.3.1.');1
Fechamento dos níveis das contas de controle *.5.3.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.5.3.2.');
Fechamento dos níveis das contas de controle *.5.3.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.5.3.2.');1
Fechamento dos níveis das contas de controle *.5.3.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.5.3.2.');
Fechamento dos níveis das contas de controle *.5.3.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.5.3.2.');1
Fechamento dos níveis das contas de controle *.5.3.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.5.3.3.');
Fechamento dos níveis das contas de controle *.5.3.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.5.3.3.');1
Fechamento dos níveis das contas de controle *.5.3.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.5.3.3.');
Fechamento dos níveis das contas de controle *.5.3.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.5.3.3.');1
Fechamento dos níveis das contas de controle *.5.3.4.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.5.3.4.');
Fechamento dos níveis das contas de controle *.5.3.4.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.5.3.4.');1
Fechamento dos níveis das contas de controle *.5.3.4.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.5.3.4.');
Fechamento dos níveis das contas de controle *.5.3.4.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.5.3.4.');1
Fechamento dos níveis das contas de controle *.5.3.5.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.5.3.5.');
Fechamento dos níveis das contas de controle *.5.3.5.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.5.3.5.');1
Fechamento dos níveis das contas de controle *.5.3.5.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.5.3.5.');
Fechamento dos níveis das contas de controle *.5.3.5.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.5.3.5.');1
Fechamento dos níveis das contas de controle *.5.3.6.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.5.3.6.');
Fechamento dos níveis das contas de controle *.5.3.6.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.5.3.6.');1
Fechamento dos níveis das contas de controle *.5.3.6.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.5.3.6.');
Fechamento dos níveis das contas de controle *.5.3.6.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.5.3.6.');1
Fechamento dos níveis das contas de controle *.5.3.7.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.5.3.7.');
Fechamento dos níveis das contas de controle *.5.3.7.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.5.3.7.');1
Fechamento dos níveis das contas de controle *.5.3.7.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.5.3.7.');
Fechamento dos níveis das contas de controle *.5.3.7.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.5.3.7.');1
Fechamento dos níveis das contas de controle *.6.1.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.6.1.1.');
Fechamento dos níveis das contas de controle *.6.1.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.6.1.1.');1
Fechamento dos níveis das contas de controle *.6.1.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.6.1.1.');
Fechamento dos níveis das contas de controle *.6.1.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.6.1.1.');1
Fechamento dos níveis das contas de controle *.6.1.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.6.1.2.');
Fechamento dos níveis das contas de controle *.6.1.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.6.1.2.');1
Fechamento dos níveis das contas de controle *.6.1.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.6.1.2.');
Fechamento dos níveis das contas de controle *.6.1.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.6.1.2.');1
Fechamento dos níveis das contas de controle *.6.1.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.6.1.3.');
Fechamento dos níveis das contas de controle *.6.1.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.6.1.3.');1
Fechamento dos níveis das contas de controle *.6.1.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.6.1.3.');
Fechamento dos níveis das contas de controle *.6.1.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.6.1.3.');1
Fechamento dos níveis das contas de controle *.6.1.9.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.6.1.9.');
Fechamento dos níveis das contas de controle *.6.1.9.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.6.1.9.');1
Fechamento dos níveis das contas de controle *.6.1.9.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.6.1.9.');
Fechamento dos níveis das contas de controle *.6.1.9.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.6.1.9.');1
Fechamento dos níveis das contas de controle *.6.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.6.2.');
Fechamento dos níveis das contas de controle *.6.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.6.2.');1
Fechamento dos níveis das contas de controle *.6.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.6.2.');
Fechamento dos níveis das contas de controle *.6.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.6.2.');1
Fechamento dos níveis das contas de controle *.6.3.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.6.3.1.');
Fechamento dos níveis das contas de controle *.6.3.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.6.3.1.');1
Fechamento dos níveis das contas de controle *.6.3.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.6.3.1.');
Fechamento dos níveis das contas de controle *.6.3.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.6.3.1.');1
Fechamento dos níveis das contas de controle *.6.3.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.6.3.2.');
Fechamento dos níveis das contas de controle *.6.3.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.6.3.2.');1
Fechamento dos níveis das contas de controle *.6.3.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.6.3.2.');
Fechamento dos níveis das contas de controle *.6.3.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.6.3.2.');1
Fechamento dos níveis das contas de controle *.6.3.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.6.3.3.');
Fechamento dos níveis das contas de controle *.6.3.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.6.3.3.');1
Fechamento dos níveis das contas de controle *.6.3.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.6.3.3.');
Fechamento dos níveis das contas de controle *.6.3.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.6.3.3.');1
Fechamento dos níveis das contas de controle *.8.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.8.');
Fechamento dos níveis das contas de controle *.8.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.8.');1
Fechamento dos níveis das contas de controle *.8.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.8.');
Fechamento dos níveis das contas de controle *.8.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.8.');1
Fechamento dos níveis das contas de controle *.9.1.1.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.1.1.');
Fechamento dos níveis das contas de controle *.9.1.1.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.1.1.');1
Fechamento dos níveis das contas de controle *.9.1.1.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.1.1.');
Fechamento dos níveis das contas de controle *.9.1.1.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.1.1.');1
Fechamento dos níveis das contas de controle *.9.1.1.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.1.2.');
Fechamento dos níveis das contas de controle *.9.1.1.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.1.2.');1
Fechamento dos níveis das contas de controle *.9.1.1.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.1.2.');
Fechamento dos níveis das contas de controle *.9.1.1.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.1.2.');1
Fechamento dos níveis das contas de controle *.9.1.1.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.1.3.');
Fechamento dos níveis das contas de controle *.9.1.1.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.1.3.');1
Fechamento dos níveis das contas de controle *.9.1.1.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.1.3.');
Fechamento dos níveis das contas de controle *.9.1.1.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.1.3.');1
Fechamento dos níveis das contas de controle *.9.1.1.4.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.1.4.');
Fechamento dos níveis das contas de controle *.9.1.1.4.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.1.4.');1
Fechamento dos níveis das contas de controle *.9.1.1.4.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.1.4.');
Fechamento dos níveis das contas de controle *.9.1.1.4.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.1.4.');1
Fechamento dos níveis das contas de controle *.9.1.1.5.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.1.5.');
Fechamento dos níveis das contas de controle *.9.1.1.5.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.1.5.');1
Fechamento dos níveis das contas de controle *.9.1.1.5.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.1.5.');
Fechamento dos níveis das contas de controle *.9.1.1.5.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.1.5.');1
Fechamento dos níveis das contas de controle *.9.1.1.9.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.1.9.');
Fechamento dos níveis das contas de controle *.9.1.1.9.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.1.9.');1
Fechamento dos níveis das contas de controle *.9.1.1.9.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.1.9.');
Fechamento dos níveis das contas de controle *.9.1.1.9.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.1.9.');1
Fechamento dos níveis das contas de controle *.9.1.2.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.2.1.');
Fechamento dos níveis das contas de controle *.9.1.2.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.2.1.');1
Fechamento dos níveis das contas de controle *.9.1.2.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.2.1.');
Fechamento dos níveis das contas de controle *.9.1.2.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.2.1.');1
Fechamento dos níveis das contas de controle *.9.1.2.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.2.2.');
Fechamento dos níveis das contas de controle *.9.1.2.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.2.2.');1
Fechamento dos níveis das contas de controle *.9.1.2.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.2.2.');
Fechamento dos níveis das contas de controle *.9.1.2.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.2.2.');1
Fechamento dos níveis das contas de controle *.9.1.2.4.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.2.4.');
Fechamento dos níveis das contas de controle *.9.1.2.4.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.2.4.');1
Fechamento dos níveis das contas de controle *.9.1.2.4.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.2.4.');
Fechamento dos níveis das contas de controle *.9.1.2.4.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.2.4.');1
Fechamento dos níveis das contas de controle *.9.1.2.5.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.2.5.');
Fechamento dos níveis das contas de controle *.9.1.2.5.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.2.5.');1
Fechamento dos níveis das contas de controle *.9.1.2.5.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.2.5.');
Fechamento dos níveis das contas de controle *.9.1.2.5.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.2.5.');1
Fechamento dos níveis das contas de controle *.9.1.2.9.01.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.1.2.9.01.');
Fechamento dos níveis das contas de controle *.9.1.2.9.01.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.1.2.9.01.');1
Fechamento dos níveis das contas de controle *.9.1.2.9.01.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.1.2.9.01.');
Fechamento dos níveis das contas de controle *.9.1.2.9.01.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.1.2.9.01.');1
Fechamento dos níveis das contas de controle *.9.2.5.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.2.5.');
Fechamento dos níveis das contas de controle *.9.2.5.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.2.5.');1
Fechamento dos níveis das contas de controle *.9.2.5.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.2.5.');
Fechamento dos níveis das contas de controle *.9.2.5.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.2.5.');1
Fechamento dos níveis das contas de controle *.9.2.6.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.2.6.');
Fechamento dos níveis das contas de controle *.9.2.6.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.2.6.');1
Fechamento dos níveis das contas de controle *.9.2.6.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.2.6.');
Fechamento dos níveis das contas de controle *.9.2.6.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.2.6.');1
Fechamento dos níveis das contas de controle *.9.2.9.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.2.9.');
Fechamento dos níveis das contas de controle *.9.2.9.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.2.9.');1
Fechamento dos níveis das contas de controle *.9.2.9.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.2.9.');
Fechamento dos níveis das contas de controle *.9.2.9.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.2.9.');1
Fechamento dos níveis das contas de controle *.9.9.9.1.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.9.9.1.');
Fechamento dos níveis das contas de controle *.9.9.9.1.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.9.9.1.');1
Fechamento dos níveis das contas de controle *.9.9.9.1.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.9.9.1.');
Fechamento dos níveis das contas de controle *.9.9.9.1.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.9.9.1.');1
Fechamento dos níveis das contas de controle *.9.9.9.2.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.9.9.2.');
Fechamento dos níveis das contas de controle *.9.9.9.2.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.9.9.2.');1
Fechamento dos níveis das contas de controle *.9.9.9.2.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.9.9.2.');
Fechamento dos níveis das contas de controle *.9.9.9.2.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.9.9.2.');1
Fechamento dos níveis das contas de controle *.9.9.9.3.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.9.9.3.');
Fechamento dos níveis das contas de controle *.9.9.9.3.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.9.9.3.');1
Fechamento dos níveis das contas de controle *.9.9.9.3.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.9.9.3.');
Fechamento dos níveis das contas de controle *.9.9.9.3.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.9.9.3.');1
Fechamento dos níveis das contas de controle *.9.9.9.4.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.9.9.4.');
Fechamento dos níveis das contas de controle *.9.9.9.4.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.9.9.4.');1
Fechamento dos níveis das contas de controle *.9.9.9.4.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.9.9.4.');
Fechamento dos níveis das contas de controle *.9.9.9.4.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.9.9.4.');1
Fechamento dos níveis das contas de controle *.9.9.9.5.;left;balver;saldo_atual_debito;conta_contabil.str.startswith('7.9.9.9.5.');
Fechamento dos níveis das contas de controle *.9.9.9.5.;left;balver;saldo_atual_credito;conta_contabil.str.startswith('7.9.9.9.5.');1
Fechamento dos níveis das contas de controle *.9.9.9.5.;right;balver;saldo_atual_credito;conta_contabil.str.startswith('8.9.9.9.5.');
Fechamento dos níveis das contas de controle *.9.9.9.5.;right;balver;saldo_atual_debito;conta_contabil.str.startswith('8.9.9.9.5.');1
