rule;side;dataset;field;filter;minus
PASEP a pagar;left;balver;saldo_atual_credito;conta_contabil.str.startswith('2.1.4.1.3.11.02.');
PASEP a pagar;left;balver;saldo_atual_debito;conta_contabil.str.startswith('2.1.4.1.3.11.02.');1
PASEP a pagar;right;liquidacao;valor_liquidacao;rubrica.str.startswith('3.3.90.47.12');
PASEP a pagar;right;pagamento;valor_pagamento;rubrica.str.startswith('3.3.90.47.12');1
