rule;side;dataset;field;filter;minus
Dedução por renúncia de receitas;left;balver;saldo_atual_credito;conta_contabil.str.startswith('6.2.1.3.2.');1
Dedução por renúncia de receitas;left;balver;saldo_atual_debito;conta_contabil.str.startswith('6.2.1.3.2.');
Dedução por renúncia de receitas;right;balrec;receita_realizada;(caracteristica_peculiar_receita==101) | (caracteristica_peculiar_receita==103);1
